Age,Height_cm,Weight_kg,BMI,Activity_Level,Sleep_Hours,Water_Intake_ml,Healthy_Food_Count,Junk_Food_Count,Target_Health_Score,Target_Status
53,180,104.9,32.4,Heavy,4,3561,5,2,74,Good
50,197,130.5,33.6,Heavy,6,3691,2,0,87,Optimal
48,181,80.8,24.7,Sitting,5,2926,0,0,75,Good
48,191,114.4,31.4,Light,6,3844,3,3,67,Good
22,163,47.0,17.7,Heavy,7,2553,0,0,99,Optimal
45,143,45.6,22.3,Light,8,2782,1,2,87,Optimal
40,172,92.8,31.4,Moderate,6,4200,3,0,87,Optimal
30,199,116.3,29.4,Heavy,8,2783,2,0,98,Optimal
24,162,45.0,17.1,Moderate,7,1017,3,0,89,Optimal
46,168,102.3,36.2,Heavy,7,2300,5,1,79,Good
65,157,82.8,33.6,Moderate,8,3532,1,2,75,Good
20,172,54.4,18.4,Sitting,9,2085,3,0,76,Good
35,198,80.1,20.4,Moderate,6,3211,3,1,96,Optimal
22,181,75.1,22.9,Sitting,9,1900,0,0,75,Good
55,158,40.6,16.3,Moderate,7,4331,1,3,78,Good
55,180,118.9,36.7,Moderate,5,2188,5,3,53,Moderate Risk
64,144,67.9,32.7,Light,6,4231,0,3,59,Moderate Risk
49,161,58.0,22.4,Light,8,2818,5,1,100,Optimal
32,192,95.6,25.9,Moderate,4,2229,1,1,66,Good
34,189,85.0,23.8,Moderate,5,3951,0,1,85,Optimal
41,177,88.8,28.3,Light,4,1288,0,1,56,Moderate Risk
30,160,42.4,16.6,Light,7,4004,4,0,95,Optimal
32,159,81.0,32.0,Light,6,3819,2,1,74,Good
40,197,112.5,29.0,Sitting,9,2203,3,3,56,Moderate Risk
55,184,117.7,34.8,Sitting,7,1997,0,1,51,Moderate Risk
54,157,65.8,26.7,Light,8,1808,1,0,80,Optimal
65,153,55.3,23.6,Sitting,5,3918,3,0,81,Optimal
51,156,90.0,37.0,Moderate,5,1332,4,0,66,Good
44,145,55.6,26.4,Sitting,7,1325,5,2,68,Good
45,180,72.2,22.3,Sitting,5,3856,3,0,81,Optimal
23,179,97.1,30.3,Moderate,7,1951,0,1,73,Good
23,154,69.0,29.1,Light,6,1689,3,0,75,Good
41,143,62.3,30.5,Moderate,7,2605,1,1,84,Optimal
47,152,58.1,25.1,Sitting,8,1231,2,1,69,Good
61,190,114.5,31.7,Heavy,6,2719,1,1,82,Optimal
46,179,78.2,24.4,Light,5,4255,0,3,70,Good
34,146,81.0,38.0,Sitting,9,2694,2,0,65,Good
39,173,54.6,18.2,Heavy,4,1208,0,1,69,Good
25,167,98.7,35.4,Sitting,7,2518,0,1,60,Good
63,140,50.9,26.0,Heavy,4,2214,3,2,70,Good
60,140,40.5,20.7,Heavy,6,3621,1,2,92,Optimal
27,174,104.0,34.4,Moderate,9,4260,1,2,73,Good
42,148,85.3,38.9,Sitting,7,4070,5,2,60,Good
65,172,86.0,29.1,Moderate,8,2663,4,3,82,Optimal
43,198,137.6,35.1,Heavy,6,1502,4,2,68,Good
30,194,122.9,32.7,Heavy,4,3901,3,3,65,Good
36,163,102.8,38.7,Heavy,6,1513,1,3,52,Moderate Risk
35,154,75.2,31.7,Moderate,8,2272,0,3,60,Good
19,142,80.8,40.1,Moderate,8,3620,5,1,78,Good
55,165,103.8,38.1,Light,7,3754,3,2,67,Good
40,189,71.9,20.1,Moderate,9,1170,5,2,90,Optimal
35,169,67.4,23.6,Sitting,6,1411,0,3,55,Moderate Risk
28,143,47.9,23.4,Light,6,2279,5,1,85,Optimal
37,189,98.5,27.6,Moderate,6,1509,3,3,68,Good
33,185,103.4,30.2,Moderate,5,3682,4,0,86,Optimal
42,163,94.7,35.6,Heavy,5,2077,2,2,59,Moderate Risk
64,197,95.6,24.6,Sitting,8,1257,1,2,67,Good
61,168,106.0,37.6,Heavy,9,2422,4,0,80,Optimal
27,165,59.8,22.0,Heavy,4,4273,0,1,85,Optimal
46,194,90.9,24.2,Heavy,6,2087,0,2,80,Optimal
45,197,121.2,31.2,Moderate,4,3196,2,1,70,Good
50,193,110.4,29.6,Light,7,3854,3,3,75,Good
51,181,106.8,32.6,Light,6,2025,4,1,67,Good
62,140,40.9,20.9,Heavy,8,2064,1,2,87,Optimal
35,181,92.0,28.1,Moderate,8,1305,5,2,81,Optimal
33,144,70.0,33.8,Heavy,6,3594,2,0,86,Optimal
40,166,52.3,19.0,Sitting,5,3009,2,0,79,Good
54,184,111.2,32.8,Heavy,7,4037,4,0,97,Optimal
29,199,121.5,30.7,Sitting,9,2987,4,2,70,Good
30,178,108.5,34.2,Light,9,2307,0,1,62,Good
28,192,79.9,21.7,Sitting,6,2074,2,0,74,Good
60,155,58.3,24.3,Moderate,7,1822,4,0,98,Optimal
59,177,60.7,19.4,Heavy,9,4294,2,3,94,Optimal
39,189,84.0,23.5,Light,8,3464,5,2,95,Optimal
61,180,67.2,20.7,Moderate,8,3195,4,3,93,Optimal
19,151,36.9,16.2,Light,9,3508,3,1,87,Optimal
60,178,113.4,35.8,Sitting,6,4091,1,0,61,Good
62,200,133.1,33.3,Sitting,4,1477,1,1,40,Moderate Risk
45,200,98.4,24.6,Sitting,6,2537,1,0,82,Optimal
26,196,104.2,27.1,Moderate,5,2290,3,0,78,Good
23,199,133.0,33.6,Moderate,7,1411,0,1,68,Good
50,172,92.2,31.2,Moderate,7,3102,5,1,91,Optimal
37,140,36.9,18.8,Light,8,2003,4,0,93,Optimal
48,195,85.6,22.5,Heavy,8,1507,0,0,95,Optimal
34,174,111.8,36.9,Heavy,9,2650,0,0,83,Optimal
31,143,49.1,24.0,Moderate,7,1533,5,2,90,Optimal
32,187,122.8,35.1,Light,8,1020,5,3,60,Good
28,151,34.8,15.3,Sitting,9,3772,5,0,85,Optimal
50,149,71.1,32.0,Light,5,1000,5,2,60,Good
60,179,104.3,32.6,Sitting,7,3948,4,0,77,Good
26,172,60.3,20.4,Heavy,7,1099,3,0,100,Optimal
33,176,62.6,20.2,Light,8,1488,1,1,82,Optimal
28,165,98.4,36.1,Heavy,7,3385,1,1,81,Optimal
19,150,42.0,18.7,Heavy,4,4106,3,1,91,Optimal
39,167,63.6,22.8,Heavy,4,3646,5,2,90,Optimal
59,181,82.7,25.2,Heavy,4,3482,0,1,80,Optimal
35,157,84.4,34.2,Light,9,1805,4,3,60,Good
26,160,46.7,18.2,Sitting,5,1307,4,0,67,Good
20,186,70.6,20.4,Heavy,8,1382,0,3,80,Optimal
24,158,93.4,37.4,Sitting,6,3454,0,0,57,Moderate Risk
54,169,87.9,30.8,Sitting,9,3629,5,2,72,Good
41,159,52.3,20.7,Sitting,7,1262,5,2,75,Good
50,162,56.5,21.5,Heavy,5,2165,2,1,84,Optimal
31,176,63.4,20.5,Light,9,2243,1,1,82,Optimal
37,192,73.5,19.9,Sitting,5,1452,0,2,55,Moderate Risk
52,181,67.6,20.6,Moderate,9,4114,3,0,100,Optimal
30,148,67.7,30.9,Sitting,4,2206,2,2,41,Moderate Risk
51,189,122.4,34.3,Sitting,9,2232,3,0,63,Good
28,170,95.6,33.1,Moderate,7,3896,2,1,82,Optimal
25,186,75.4,21.8,Sitting,7,3019,3,1,86,Optimal
33,200,111.0,27.8,Moderate,9,2062,1,3,68,Good
32,163,65.5,24.7,Sitting,5,3358,4,3,68,Good
31,173,69.7,23.3,Heavy,9,1086,4,0,100,Optimal
55,173,79.0,26.4,Heavy,9,3964,4,0,100,Optimal
62,172,75.9,25.7,Light,5,1768,0,1,64,Good
43,181,118.8,36.3,Light,5,3034,2,1,63,Good
35,193,132.6,35.6,Moderate,9,4115,5,3,75,Good
39,164,89.5,33.3,Sitting,8,1810,1,3,45,Moderate Risk
44,184,102.8,30.4,Heavy,9,1551,1,3,69,Good
34,159,65.0,25.7,Light,4,2919,1,1,71,Good
31,176,111.3,35.9,Moderate,6,1418,0,1,59,Moderate Risk
22,164,51.3,19.1,Moderate,7,2560,4,1,100,Optimal
30,142,79.7,39.5,Heavy,5,1669,5,0,69,Good
59,142,64.5,32.0,Light,9,1297,1,0,72,Good
57,159,59.9,23.7,Sitting,5,2776,0,0,75,Good
29,149,83.0,37.4,Light,6,2347,0,0,57,Moderate Risk
34,191,113.2,31.0,Moderate,5,1387,0,0,66,Good
58,168,79.7,28.2,Sitting,6,2369,5,2,61,Good
64,141,34.0,17.1,Moderate,7,1697,3,3,74,Good
49,154,66.9,28.2,Heavy,9,1876,5,0,96,Optimal
38,187,126.3,36.1,Light,9,1118,2,2,58,Moderate Risk
24,152,52.1,22.6,Sitting,7,2147,0,3,60,Good
19,188,69.0,19.5,Moderate,6,2829,4,0,100,Optimal
34,144,33.4,16.1,Sitting,9,3589,2,1,75,Good
45,166,53.7,19.5,Light,9,1320,0,2,75,Good
24,169,76.1,26.6,Heavy,5,2538,2,0,92,Optimal
41,194,96.3,25.6,Light,9,3090,2,1,89,Optimal
23,179,69.3,21.6,Sitting,4,1646,4,3,53,Moderate Risk
23,175,110.5,36.1,Light,5,1412,5,2,54,Moderate Risk
65,159,93.8,37.1,Heavy,5,2618,5,3,67,Good
52,171,104.6,35.8,Sitting,8,4061,1,3,51,Moderate Risk
61,199,126.9,32.0,Light,9,3448,5,3,75,Good
48,170,78.4,27.1,Heavy,8,3962,5,3,92,Optimal
24,145,50.3,23.9,Sitting,5,3401,4,2,73,Good
24,177,76.6,24.5,Sitting,6,3169,1,1,77,Good
28,196,100.1,26.1,Light,6,4061,4,1,87,Optimal
58,178,106.5,33.6,Sitting,7,4339,3,2,64,Good
59,170,94.4,32.7,Sitting,4,4125,2,1,53,Moderate Risk
62,166,66.1,24.0,Moderate,8,2041,0,2,80,Optimal
23,173,76.5,25.6,Heavy,6,4211,0,3,80,Optimal
65,195,99.8,26.2,Heavy,4,3021,1,0,86,Optimal
40,167,63.2,22.7,Heavy,9,4365,0,3,90,Optimal
46,189,100.1,28.0,Light,5,1286,1,3,53,Moderate Risk
39,156,65.4,26.9,Sitting,4,1838,3,1,54,Moderate Risk
40,167,54.8,19.6,Heavy,6,2868,1,2,92,Optimal
27,181,102.3,31.2,Sitting,6,2381,1,0,58,Moderate Risk
36,153,33.8,14.4,Sitting,5,4472,2,3,53,Moderate Risk
25,193,121.9,32.7,Moderate,8,3448,4,3,77,Good
37,157,64.2,26.0,Heavy,8,4238,3,2,95,Optimal
28,146,31.5,14.8,Moderate,8,1252,4,2,77,Good
46,165,81.0,29.8,Sitting,7,2669,3,3,64,Good
49,163,99.1,37.3,Light,5,2768,2,2,56,Moderate Risk
54,195,97.2,25.6,Heavy,4,3312,4,0,93,Optimal
21,162,68.1,25.9,Light,5,1423,3,1,70,Good
47,141,62.1,31.2,Moderate,9,2348,3,0,82,Optimal
49,189,106.1,29.7,Heavy,6,2946,1,2,80,Optimal
48,154,57.0,24.0,Sitting,8,2427,1,2,67,Good
27,178,115.6,36.5,Sitting,8,3176,0,0,63,Good
38,195,111.3,29.3,Moderate,4,4394,2,1,73,Good
62,191,120.6,33.1,Moderate,9,2528,4,0,91,Optimal
62,153,54.4,23.2,Sitting,5,3273,2,1,74,Good
57,191,95.2,26.1,Moderate,8,1403,2,1,83,Optimal
20,154,77.2,32.6,Heavy,6,1448,0,0,74,Good
44,193,100.0,26.8,Light,9,1442,3,2,74,Good
49,162,70.3,26.8,Heavy,5,2175,1,1,75,Good
51,193,99.6,26.7,Heavy,6,1959,5,1,88,Optimal
35,179,110.3,34.4,Sitting,4,1370,1,3,28,High Risk
34,190,129.7,35.9,Light,5,3571,2,2,58,Moderate Risk
29,161,45.3,17.5,Moderate,7,1223,5,2,83,Optimal
58,172,98.5,33.3,Sitting,8,3883,3,2,64,Good
20,160,63.3,24.7,Light,7,3897,0,1,90,Optimal
32,187,73.1,20.9,Heavy,7,1821,4,1,98,Optimal
46,166,82.6,30.0,Heavy,4,3155,0,0,78,Good
61,158,43.5,17.4,Light,7,3260,0,1,83,Optimal
47,179,105.1,32.8,Sitting,4,4475,2,3,43,Moderate Risk
33,177,90.8,29.0,Sitting,9,1399,2,0,68,Good
28,192,95.0,25.8,Moderate,5,1468,5,0,84,Optimal
18,142,45.0,22.3,Sitting,4,3856,0,1,65,Good
32,193,127.8,34.3,Light,6,3057,1,0,74,Good
20,183,117.8,35.2,Moderate,9,2845,1,2,72,Good
46,185,87.7,25.6,Heavy,9,2876,1,2,92,Optimal
32,145,42.2,20.1,Sitting,6,3907,2,3,69,Good
61,198,83.9,21.4,Heavy,9,2431,5,2,95,Optimal
62,183,96.6,28.8,Sitting,9,1208,4,0,73,Good
61,155,60.8,25.3,Moderate,7,3273,1,3,82,Optimal
64,162,48.4,18.4,Light,6,4148,2,1,84,Optimal
20,165,49.1,18.0,Light,8,3523,0,2,79,Good
29,154,56.0,23.6,Moderate,8,3906,0,2,90,Optimal
49,141,54.3,27.3,Heavy,4,3510,2,3,71,Good
53,140,73.2,37.3,Heavy,9,1637,4,0,80,Optimal
52,197,128.4,33.1,Moderate,7,4433,3,0,89,Optimal
23,148,33.2,15.2,Sitting,4,3859,3,0,66,Good
45,174,59.8,19.8,Moderate,5,1407,1,0,82,Optimal
50,166,67.1,24.4,Sitting,7,2323,3,2,71,Good
35,172,101.9,34.4,Moderate,9,2916,0,2,71,Good
51,169,83.2,29.1,Light,8,1791,2,2,68,Good
20,186,68.2,19.7,Sitting,5,3144,1,0,77,Good
30,184,69.9,20.6,Light,9,4455,1,0,97,Optimal
48,182,76.2,23.0,Heavy,4,2928,4,0,98,Optimal
26,141,65.1,32.7,Heavy,6,2283,0,1,69,Good
44,167,106.2,38.1,Heavy,6,1415,2,2,60,Good
54,187,116.5,33.3,Sitting,8,4410,3,2,64,Good
28,157,78.0,31.6,Heavy,8,1637,4,3,74,Good
45,148,83.8,38.3,Moderate,4,2517,5,0,71,Good
46,155,57.2,23.8,Heavy,7,2352,1,2,87,Optimal
21,146,79.3,37.2,Moderate,4,4382,3,1,63,Good
25,181,99.8,30.5,Sitting,4,2254,5,1,52,Moderate Risk
58,143,37.9,18.5,Heavy,4,3129,0,2,80,Optimal
48,166,56.0,20.3,Light,4,1954,5,1,75,Good
60,196,121.7,31.7,Sitting,8,2344,2,2,54,Moderate Risk
56,167,103.0,36.9,Heavy,8,2693,0,2,73,Good
31,146,73.8,34.6,Light,7,2503,1,0,78,Good
58,200,117.7,29.4,Heavy,8,2048,3,1,85,Optimal
36,185,111.1,32.5,Light,8,4128,3,1,80,Optimal
42,157,87.9,35.7,Sitting,9,2046,4,0,62,Good
20,182,86.6,26.1,Moderate,8,4394,3,3,85,Optimal
23,186,66.0,19.1,Heavy,7,2100,1,2,87,Optimal
53,181,69.7,21.3,Heavy,6,3547,4,3,93,Optimal
51,184,82.5,24.4,Heavy,9,2906,1,0,100,Optimal
51,198,99.9,25.5,Moderate,9,2421,1,2,77,Good
30,187,70.4,20.1,Light,4,2144,5,3,65,Good
44,177,110.5,35.3,Light,6,4237,2,1,69,Good
53,145,58.0,27.6,Light,6,3166,1,2,74,Good
47,178,85.0,26.8,Heavy,5,2593,4,0,96,Optimal
27,162,74.9,28.5,Sitting,8,4037,0,2,65,Good
55,157,64.2,26.0,Moderate,4,4422,4,0,87,Optimal
25,181,84.4,25.8,Sitting,8,1376,0,2,59,Moderate Risk
29,165,87.2,32.0,Light,6,3469,1,1,72,Good
57,174,107.5,35.5,Heavy,4,4144,1,1,67,Good
51,172,85.9,29.0,Light,5,2048,5,3,60,Good
46,196,83.2,21.7,Heavy,9,4469,0,1,100,Optimal
33,162,58.4,22.3,Sitting,4,2241,5,1,65,Good
18,155,81.6,34.0,Sitting,9,2031,2,3,46,Moderate Risk
54,155,90.0,37.5,Sitting,9,2776,4,0,70,Good
18,188,100.6,28.5,Moderate,4,1035,4,1,68,Good
51,175,84.3,27.5,Light,7,2787,0,0,87,Optimal
64,141,22.2,11.2,Moderate,8,2902,1,2,76,Good
53,140,23.5,12.0,Moderate,9,2429,0,0,75,Good
52,183,68.5,20.5,Heavy,5,1011,0,2,75,Good
55,145,35.4,16.8,Moderate,6,4333,5,3,82,Optimal
20,169,103.0,36.1,Heavy,9,2606,0,0,84,Optimal
51,188,73.7,20.9,Sitting,6,1888,0,3,55,Moderate Risk
19,181,76.2,23.3,Moderate,9,3030,3,0,100,Optimal
42,188,80.1,22.7,Light,4,1103,0,2,60,Good
57,150,56.2,25.0,Light,4,1838,5,2,70,Good
51,189,123.0,34.4,Moderate,6,3759,4,0,84,Optimal
32,193,115.7,31.1,Sitting,5,1532,3,2,47,Moderate Risk
37,179,69.2,21.6,Heavy,9,4265,0,0,100,Optimal
47,199,88.7,22.4,Light,6,3213,3,1,91,Optimal
37,156,75.5,31.0,Moderate,6,4038,4,1,84,Optimal
42,153,46.4,19.8,Sitting,4,4256,3,2,66,Good
62,143,79.5,38.9,Moderate,6,2690,1,3,57,Moderate Risk
59,140,23.8,12.1,Light,9,1111,2,2,64,Good
30,183,114.2,34.1,Sitting,8,3485,0,0,67,Good
46,175,62.0,20.2,Light,6,2318,3,0,86,Optimal
27,166,79.7,28.9,Sitting,5,1635,0,2,45,Moderate Risk
39,197,78.9,20.3,Moderate,7,3011,5,2,100,Optimal
58,160,95.4,37.3,Light,7,1278,5,3,57,Moderate Risk
37,151,33.4,14.6,Sitting,4,2627,5,3,54,Moderate Risk
44,163,57.8,21.8,Moderate,5,2623,3,3,81,Optimal
47,199,103.4,26.1,Light,9,1886,3,2,75,Good
59,164,83.2,30.9,Sitting,6,1567,2,1,56,Moderate Risk
61,181,72.5,22.1,Moderate,6,1465,1,0,87,Optimal
53,171,78.3,26.8,Moderate,4,2204,3,1,69,Good
62,186,122.5,35.4,Sitting,6,2393,5,1,55,Moderate Risk
49,185,68.1,19.9,Light,7,1630,3,1,86,Optimal
44,189,70.1,19.6,Moderate,9,4323,3,1,100,Optimal
62,156,47.7,19.6,Heavy,4,2697,2,1,89,Optimal
28,150,44.6,19.8,Sitting,5,1452,2,2,59,Moderate Risk
44,164,66.6,24.8,Sitting,9,2420,0,2,65,Good
49,200,138.9,34.7,Light,9,3812,2,1,75,Good
18,195,132.1,34.7,Moderate,5,1754,5,1,66,Good
52,154,91.7,38.7,Sitting,6,3898,1,2,47,Moderate Risk
22,156,43.2,17.8,Sitting,5,3700,1,0,71,Good
41,195,103.4,27.2,Heavy,7,1883,5,3,82,Optimal
37,145,33.5,15.9,Light,4,4042,1,2,63,Good
20,153,65.5,28.0,Moderate,8,3548,0,2,81,Optimal
18,169,107.8,37.7,Moderate,5,1361,5,1,61,Good
45,175,79.0,25.8,Sitting,5,1020,2,3,48,Moderate Risk
52,167,73.7,26.4,Moderate,6,4153,2,1,87,Optimal
62,183,85.8,25.6,Moderate,6,1207,4,0,88,Optimal
43,153,75.8,32.4,Sitting,4,1959,0,1,39,High Risk
45,161,86.0,33.2,Sitting,6,1600,1,0,55,Moderate Risk
60,196,97.1,25.3,Sitting,8,1900,2,3,59,Moderate Risk
41,191,116.4,31.9,Moderate,9,1497,1,0,77,Good
20,193,95.6,25.7,Sitting,7,3679,5,2,79,Good
19,153,35.2,15.0,Sitting,4,3828,2,1,58,Moderate Risk
34,145,38.8,18.5,Moderate,6,2418,4,0,93,Optimal
46,194,125.3,33.3,Heavy,4,4234,2,3,62,Good
38,172,102.7,34.7,Sitting,9,1391,1,0,58,Moderate Risk
54,188,85.9,24.3,Heavy,4,1853,4,1,83,Optimal
30,159,39.8,15.7,Sitting,8,2398,2,3,55,Moderate Risk
30,190,119.4,33.1,Light,7,4255,1,3,65,Good
20,200,138.8,34.7,Sitting,6,3403,3,1,62,Good
61,183,101.7,30.4,Light,5,1334,5,2,62,Good
25,172,108.9,36.8,Sitting,9,3906,0,1,58,Moderate Risk
30,177,85.0,27.1,Heavy,4,1283,0,1,67,Good
44,144,44.0,21.2,Heavy,9,1116,0,0,95,Optimal
26,171,76.0,26.0,Light,9,2449,0,0,79,Good
37,164,72.5,27.0,Sitting,9,3726,5,0,88,Optimal
26,147,46.0,21.3,Moderate,9,1214,1,2,82,Optimal
30,172,108.5,36.7,Heavy,7,2141,0,1,68,Good
41,196,135.1,35.2,Heavy,5,2798,5,0,85,Optimal
58,142,74.6,37.0,Moderate,4,3478,1,3,50,Moderate Risk
20,166,84.6,30.7,Light,9,2048,0,0,72,Good
34,144,42.6,20.5,Moderate,8,1190,3,3,81,Optimal
61,145,65.4,31.1,Heavy,6,1191,2,1,75,Good
35,184,92.1,27.2,Heavy,5,3101,4,0,95,Optimal
60,154,72.0,30.4,Light,8,3746,4,1,85,Optimal
61,169,96.3,33.7,Moderate,5,4167,3,2,68,Good
36,158,75.4,30.2,Light,4,3518,5,0,78,Good
51,173,101.9,34.0,Moderate,6,3655,2,3,66,Good
50,160,78.5,30.7,Moderate,5,1415,3,2,63,Good
61,140,32.8,16.7,Sitting,4,1674,3,0,58,Moderate Risk
46,142,74.6,37.0,Sitting,4,1997,2,2,32,High Risk
20,159,79.4,31.4,Moderate,6,1076,0,3,56,Moderate Risk
59,184,94.0,27.8,Light,7,4266,1,1,83,Optimal
46,179,91.0,28.4,Light,5,1345,0,3,50,Moderate Risk
28,173,110.1,36.8,Moderate,5,1075,4,2,56,Moderate Risk
47,169,70.7,24.8,Light,7,1742,5,3,80,Optimal
55,159,98.4,38.9,Moderate,4,2217,2,3,39,High Risk
59,185,79.9,23.3,Heavy,6,3878,3,3,91,Optimal
30,143,57.8,28.3,Sitting,6,3976,3,3,62,Good
37,180,83.6,25.8,Sitting,9,4305,3,2,75,Good
53,143,73.3,35.8,Light,7,4434,5,1,79,Good
23,155,35.5,14.8,Light,8,3213,4,1,87,Optimal
20,142,71.9,35.7,Moderate,7,1674,1,1,66,Good
38,154,37.5,15.8,Moderate,5,2076,0,2,61,Good
30,177,99.9,31.9,Light,8,4421,0,0,80,Optimal
34,156,69.2,28.4,Moderate,8,1475,5,2,80,Optimal
61,158,38.5,15.4,Light,7,4049,5,0,95,Optimal
62,161,50.3,19.4,Heavy,4,1092,5,0,90,Optimal
31,179,59.4,18.5,Sitting,8,3916,2,1,84,Optimal
44,145,71.0,33.8,Moderate,8,3369,3,2,78,Good
27,172,79.7,26.9,Light,8,3315,4,2,86,Optimal
49,145,70.9,33.7,Moderate,8,1597,4,0,80,Optimal
24,143,73.1,35.7,Light,5,3566,1,2,56,Moderate Risk
19,143,62.3,30.5,Sitting,5,4302,0,3,47,Moderate Risk
60,147,83.9,38.8,Moderate,5,2703,1,3,52,Moderate Risk
57,145,72.4,34.4,Sitting,4,1183,5,3,36,High Risk
28,143,33.0,16.1,Light,9,1570,2,2,70,Good
20,200,95.0,23.8,Light,7,3833,2,2,89,Optimal
36,190,104.2,28.9,Light,8,1248,3,2,71,Good
36,154,59.9,25.3,Light,8,3834,1,2,82,Optimal
37,174,75.4,24.9,Heavy,8,2286,5,2,95,Optimal
53,195,99.8,26.2,Heavy,7,2910,2,0,100,Optimal
24,185,84.2,24.6,Sitting,9,1113,1,1,72,Good
42,183,99.5,29.7,Light,7,1861,0,3,58,Moderate Risk
25,189,101.1,28.3,Light,7,3162,4,3,79,Good
59,151,87.6,38.4,Sitting,6,2540,1,3,42,Moderate Risk
28,192,86.1,23.4,Moderate,9,3287,5,2,100,Optimal
39,152,67.9,29.4,Heavy,7,3468,1,1,91,Optimal
37,147,29.7,13.7,Moderate,8,2923,0,3,73,Good
37,196,115.0,29.9,Light,9,1020,5,0,83,Optimal
57,187,79.6,22.8,Light,9,1549,0,1,80,Optimal
49,168,101.4,35.9,Light,5,4410,3,3,55,Moderate Risk
38,168,75.0,26.6,Sitting,8,3844,0,2,68,Good
30,174,98.0,32.4,Light,8,3797,0,0,79,Good
30,175,99.6,32.5,Light,7,2213,5,3,64,Good
62,149,72.4,32.6,Light,8,1372,3,0,75,Good
50,158,62.8,25.2,Light,4,2313,3,3,56,Moderate Risk
58,196,103.6,27.0,Sitting,8,3759,0,1,72,Good
50,176,66.9,21.6,Heavy,9,2578,1,0,100,Optimal
23,151,42.6,18.7,Moderate,8,2043,3,2,86,Optimal
30,168,50.8,18.0,Light,7,1946,0,1,74,Good
43,150,78.1,34.7,Sitting,4,1463,0,3,26,High Risk
25,157,58.3,23.7,Sitting,6,3664,1,2,72,Good
33,193,108.8,29.2,Moderate,5,1795,1,0,71,Good
54,163,59.9,22.5,Heavy,5,2498,3,0,91,Optimal
57,163,98.8,37.2,Sitting,9,3157,3,2,58,Moderate Risk
40,199,106.7,26.9,Light,9,2639,1,3,75,Good
60,180,116.2,35.9,Sitting,4,4125,4,1,52,Moderate Risk
51,144,58.0,28.0,Light,5,2021,3,3,57,Moderate Risk
41,158,73.8,29.6,Light,8,3384,3,0,90,Optimal
23,161,65.4,25.2,Heavy,7,4456,5,2,100,Optimal
26,163,43.9,16.5,Light,9,4328,1,1,84,Optimal
45,159,93.0,36.8,Sitting,5,1060,3,0,49,Moderate Risk
57,156,94.9,39.0,Heavy,8,2257,5,3,64,Good
28,169,83.7,29.3,Moderate,8,3163,0,1,84,Optimal
55,178,80.9,25.5,Sitting,9,2027,1,3,57,Moderate Risk
41,158,77.2,30.9,Light,5,2404,3,1,63,Good
54,150,81.6,36.3,Moderate,9,1702,4,2,67,Good
35,169,67.0,23.5,Sitting,9,4185,4,2,83,Optimal
59,161,72.0,27.8,Light,4,1683,3,0,67,Good
21,170,62.1,21.5,Light,9,2427,2,0,89,Optimal
42,174,104.1,34.4,Sitting,6,3314,5,1,66,Good
59,152,89.4,38.7,Light,8,4476,2,2,64,Good
23,144,53.4,25.8,Sitting,8,1480,0,1,64,Good
48,190,94.0,26.0,Light,5,2096,1,0,71,Good
27,200,86.4,21.6,Moderate,7,4040,1,3,87,Optimal
28,163,51.2,19.3,Moderate,9,2380,1,1,87,Optimal
65,187,72.1,20.6,Light,4,2478,2,3,59,Moderate Risk
39,152,80.2,34.7,Heavy,8,1685,0,0,76,Good
21,163,84.6,31.8,Heavy,4,3462,3,1,76,Good
52,187,124.4,35.6,Moderate,7,3404,3,0,86,Optimal
37,173,66.1,22.1,Sitting,7,1247,1,1,72,Good
40,167,70.5,25.3,Heavy,5,1018,2,0,84,Optimal
59,189,91.4,25.6,Light,5,4161,1,1,77,Good
62,192,104.6,28.4,Light,8,4103,4,0,93,Optimal
56,141,27.1,13.6,Light,8,4058,1,3,69,Good
34,142,24.4,12.1,Light,9,2396,3,2,66,Good
20,161,64.6,24.9,Moderate,4,3413,4,3,78,Good
27,147,45.9,21.2,Light,4,1652,4,1,73,Good
37,188,113.0,32.0,Light,8,3850,4,2,78,Good
59,182,91.9,27.7,Heavy,7,1287,1,0,88,Optimal
41,179,114.9,35.9,Light,5,3376,5,1,69,Good
50,173,111.9,37.4,Sitting,9,2094,4,1,55,Moderate Risk
42,190,129.5,35.9,Moderate,5,2655,5,1,74,Good
42,193,116.7,31.3,Moderate,4,4248,1,1,68,Good
30,175,90.4,29.5,Sitting,9,3422,5,0,84,Optimal
18,152,62.9,27.2,Heavy,6,2049,3,3,73,Good
24,195,107.6,28.3,Sitting,6,3697,4,0,79,Good
49,167,62.3,22.3,Light,6,3284,1,2,82,Optimal
64,152,64.9,28.1,Heavy,9,3047,2,2,90,Optimal
23,167,71.5,25.6,Light,8,2183,5,2,80,Optimal
49,154,65.4,27.6,Moderate,7,3676,4,3,85,Optimal
27,178,114.2,36.0,Moderate,6,1133,5,3,59,Moderate Risk
20,193,126.2,33.9,Light,6,3014,1,3,59,Moderate Risk
63,164,50.6,18.8,Light,6,4177,5,0,100,Optimal
61,189,80.3,22.5,Moderate,4,4276,4,0,93,Optimal
58,167,50.3,18.0,Sitting,8,1578,4,1,72,Good
63,184,107.9,31.9,Sitting,5,1708,1,1,47,Moderate Risk
26,200,139.4,34.9,Moderate,5,3062,1,0,73,Good
