Meal_Name,Calories,Tags
Wheat/Roti + Lentils + Mixed Salad Combo 1201,615,Wheat/Roti Lentils Vegetables Nuts
Quinoa + Eggs + Leafy Greens Combo 1202,596,Quinoa Eggs Vegetables Sweets
Quinoa + Tofu Combo 1203,407,Quinoa Tofu
Wheat/Roti Combo 1204,289,Wheat/Roti
Pasta + Eggs + Vegetables Combo 1205,424,Pasta Eggs Vegetables
Noodles + Tofu Combo 1206,400,Noodles Tofu
Wheat/Roti + Eggs Combo 1207,527,Wheat/Roti Eggs
Pasta + Lentils Combo 1208,546,Pasta Lentils
Quinoa + Tofu + Leafy Greens + (Fried/Processed) Combo 1209,846,Quinoa Tofu Vegetables Junk Food
Rice Combo 1210,200,Rice
Wheat/Roti + Chicken/Meat + Mixed Salad + with Cheese/Cream Combo 1211,697,Wheat/Roti Chicken/Meat Vegetables Dairy
Pasta + Fish Combo 1212,331,Pasta Fish
Wheat/Roti + Lentils + Root Veggies Combo 1213,564,Wheat/Roti Lentils Vegetables Nuts
Rice + Eggs Combo 1214,472,Rice Eggs
Quinoa + Lentils + Vegetables + with Cheese/Cream Combo 1215,598,Quinoa Lentils Vegetables Dairy
Wheat/Roti + Chicken/Meat Combo 1216,371,Wheat/Roti Chicken/Meat
Wheat/Roti + Eggs + Leafy Greens Combo 1217,541,Wheat/Roti Eggs Vegetables
Noodles + Fish Combo 1218,423,Noodles Fish
Quinoa + Chicken/Meat + Vegetables + (Fried/Processed) Combo 1219,919,Quinoa Chicken/Meat Vegetables Junk Food
Pasta + Fish + Mixed Salad Combo 1220,483,Pasta Fish Vegetables
Wheat/Roti + Fish Combo 1221,279,Wheat/Roti Fish
Rice + Lentils Combo 1222,435,Rice Lentils
Quinoa + Tofu Combo 1223,515,Quinoa Tofu
Quinoa Combo 1224,272,Quinoa
Pasta + Chicken/Meat Combo 1225,464,Pasta Chicken/Meat
Noodles + Tofu Combo 1226,432,Noodles Tofu
Noodles Combo 1227,191,Noodles
Rice + Lentils + Root Veggies Combo 1228,727,Rice Lentils Vegetables
Quinoa + Fish + Vegetables Combo 1229,647,Quinoa Fish Vegetables Sweets
Quinoa Combo 1230,245,Quinoa
Quinoa Combo 1231,252,Quinoa
Wheat/Roti + Lentils Combo 1232,519,Wheat/Roti Lentils
Quinoa + Fish + Mixed Salad Combo 1233,622,Quinoa Fish Vegetables
Rice + Tofu Combo 1234,604,Rice Tofu
Noodles + Tofu + Vegetables Combo 1235,572,Noodles Tofu Vegetables
Pasta + Tofu Combo 1236,294,Pasta Tofu
Wheat/Roti + Chicken/Meat + Leafy Greens Combo 1237,389,Wheat/Roti Chicken/Meat Vegetables Nuts
Wheat/Roti + Chicken/Meat + Mixed Salad Combo 1238,536,Wheat/Roti Chicken/Meat Vegetables
Wheat/Roti Combo 1239,280,Wheat/Roti
Wheat/Roti + Lentils Combo 1240,426,Wheat/Roti Lentils
Noodles + Eggs Combo 1241,467,Noodles Eggs
Quinoa + Eggs + Mixed Salad + (Fried/Processed) Combo 1242,805,Quinoa Eggs Vegetables Junk Food
Pasta Combo 1243,285,Pasta
Rice + Fish Combo 1244,397,Rice Fish
Pasta + Lentils + Root Veggies + with Cheese/Cream Combo 1245,709,Pasta Lentils Vegetables Dairy
Wheat/Roti + Eggs Combo 1246,473,Wheat/Roti Eggs
Quinoa Combo 1247,223,Quinoa
Wheat/Roti + Fish + Mixed Salad Combo 1248,471,Wheat/Roti Fish Vegetables
Pasta + Lentils Combo 1249,471,Pasta Lentils
Rice + Fish + Leafy Greens Combo 1250,526,Rice Fish Vegetables
Pasta Combo 1251,280,Pasta
Noodles + Tofu Combo 1252,478,Noodles Tofu
Pasta + Fish + Leafy Greens Combo 1253,369,Pasta Fish Vegetables
Noodles + Fish + Leafy Greens + with Cheese/Cream Combo 1254,729,Noodles Fish Vegetables Dairy
Pasta + Fish + Vegetables Combo 1255,397,Pasta Fish Vegetables
Quinoa + Eggs + Mixed Salad Combo 1256,605,Quinoa Eggs Vegetables
Noodles + Tofu + Root Veggies Combo 1257,392,Noodles Tofu Vegetables
Quinoa + Fish + Mixed Salad Combo 1258,450,Quinoa Fish Vegetables
Quinoa Combo 1259,282,Quinoa
Wheat/Roti Combo 1260,296,Wheat/Roti
Rice + Lentils Combo 1261,333,Rice Lentils
Noodles + Lentils + Root Veggies Combo 1262,619,Noodles Lentils Vegetables
Rice + Tofu + Vegetables + with Cheese/Cream Combo 1263,831,Rice Tofu Vegetables Dairy
Pasta + Eggs Combo 1264,316,Pasta Eggs
Rice + Chicken/Meat + Root Veggies + with Cheese/Cream Combo 1265,686,Rice Chicken/Meat Vegetables Dairy
Pasta + Tofu + Mixed Salad Combo 1266,667,Pasta Tofu Vegetables
Rice + Fish Combo 1267,439,Rice Fish
Noodles Combo 1268,272,Noodles
Quinoa Combo 1269,197,Quinoa
Quinoa Combo 1270,268,Quinoa
Rice + Chicken/Meat Combo 1271,397,Rice Chicken/Meat
Rice + Fish + Vegetables Combo 1272,577,Rice Fish Vegetables
Noodles Combo 1273,246,Noodles
Noodles + Lentils + Leafy Greens Combo 1274,502,Noodles Lentils Vegetables Nuts
Quinoa Combo 1275,248,Quinoa
Rice + Tofu + Mixed Salad Combo 1276,519,Rice Tofu Vegetables
Quinoa + Tofu + Mixed Salad Combo 1277,615,Quinoa Tofu Vegetables
Quinoa + Eggs + Vegetables Combo 1278,569,Quinoa Eggs Vegetables Nuts
Wheat/Roti + Tofu + Vegetables + (Fried/Processed) Combo 1279,995,Wheat/Roti Tofu Vegetables Junk Food
Quinoa + Chicken/Meat + Vegetables Combo 1280,535,Quinoa Chicken/Meat Vegetables Sweets
Noodles Combo 1281,199,Noodles
Quinoa Combo 1282,167,Quinoa
Rice + Eggs + Mixed Salad Combo 1283,487,Rice Eggs Vegetables Sweets
Wheat/Roti + Chicken/Meat Combo 1284,510,Wheat/Roti Chicken/Meat
Noodles + Tofu + Leafy Greens Combo 1285,628,Noodles Tofu Vegetables Sweets
Noodles + Chicken/Meat + Mixed Salad Combo 1286,481,Noodles Chicken/Meat Vegetables
Wheat/Roti Combo 1287,193,Wheat/Roti
Rice Combo 1288,152,Rice
Noodles Combo 1289,279,Noodles
Noodles + Lentils Combo 1290,453,Noodles Lentils
Pasta + Tofu + Root Veggies Combo 1291,498,Pasta Tofu Vegetables
Wheat/Roti + Eggs + Leafy Greens Combo 1292,470,Wheat/Roti Eggs Vegetables Nuts
Wheat/Roti + Eggs Combo 1293,363,Wheat/Roti Eggs
Noodles + Fish + Vegetables + with Cheese/Cream Combo 1294,507,Noodles Fish Vegetables Dairy
Rice + Fish + Root Veggies + with Cheese/Cream Combo 1295,742,Rice Fish Vegetables Dairy
Quinoa + Eggs Combo 1296,576,Quinoa Eggs
Quinoa + Tofu + Mixed Salad Combo 1297,610,Quinoa Tofu Vegetables
Noodles Combo 1298,201,Noodles
Rice Combo 1299,156,Rice
Rice + Tofu Combo 1300,470,Rice Tofu
Pasta + Chicken/Meat + Leafy Greens Combo 1301,479,Pasta Chicken/Meat Vegetables
Noodles Combo 1302,286,Noodles
Quinoa + Lentils Combo 1303,456,Quinoa Lentils
Wheat/Roti + Tofu + Leafy Greens Combo 1304,424,Wheat/Roti Tofu Vegetables
Wheat/Roti Combo 1305,151,Wheat/Roti
Rice + Fish Combo 1306,440,Rice Fish
Rice + Eggs + Leafy Greens Combo 1307,771,Rice Eggs Vegetables Sweets
Rice + Tofu + Mixed Salad + (Fried/Processed) Combo 1308,871,Rice Tofu Vegetables Junk Food
Pasta + Lentils + Vegetables + with Cheese/Cream Combo 1309,579,Pasta Lentils Vegetables Dairy
Rice Combo 1310,204,Rice
Pasta + Tofu + Leafy Greens + with Cheese/Cream Combo 1311,668,Pasta Tofu Vegetables Dairy
Rice + Eggs + Leafy Greens Combo 1312,522,Rice Eggs Vegetables Sweets
Pasta + Fish + Leafy Greens Combo 1313,499,Pasta Fish Vegetables
Wheat/Roti + Eggs + Root Veggies Combo 1314,570,Wheat/Roti Eggs Vegetables Sweets
Quinoa + Eggs + Leafy Greens + with Cheese/Cream Combo 1315,674,Quinoa Eggs Vegetables Dairy
Pasta + Eggs Combo 1316,347,Pasta Eggs
Quinoa + Chicken/Meat + Root Veggies Combo 1317,555,Quinoa Chicken/Meat Vegetables
Pasta + Eggs + Root Veggies Combo 1318,510,Pasta Eggs Vegetables
Quinoa + Chicken/Meat + Root Veggies Combo 1319,500,Quinoa Chicken/Meat Vegetables
Quinoa Combo 1320,178,Quinoa
Noodles Combo 1321,168,Noodles
Quinoa + Fish Combo 1322,511,Quinoa Fish
Wheat/Roti + Chicken/Meat Combo 1323,405,Wheat/Roti Chicken/Meat
Rice + Chicken/Meat Combo 1324,431,Rice Chicken/Meat
Quinoa + Chicken/Meat Combo 1325,515,Quinoa Chicken/Meat
Pasta Combo 1326,257,Pasta
Noodles + Chicken/Meat + Root Veggies Combo 1327,462,Noodles Chicken/Meat Vegetables
Pasta + Lentils Combo 1328,332,Pasta Lentils
Rice Combo 1329,217,Rice
Wheat/Roti + Chicken/Meat + Root Veggies Combo 1330,598,Wheat/Roti Chicken/Meat Vegetables Nuts
Pasta + Eggs + Leafy Greens Combo 1331,571,Pasta Eggs Vegetables
Pasta + Eggs Combo 1332,370,Pasta Eggs
Wheat/Roti Combo 1333,274,Wheat/Roti
Noodles Combo 1334,195,Noodles
Rice + Tofu + Mixed Salad Combo 1335,571,Rice Tofu Vegetables Sweets
Rice Combo 1336,200,Rice
Quinoa Combo 1337,232,Quinoa
Wheat/Roti Combo 1338,187,Wheat/Roti
Wheat/Roti + Eggs Combo 1339,404,Wheat/Roti Eggs
Quinoa + Tofu + Leafy Greens Combo 1340,550,Quinoa Tofu Vegetables
Rice Combo 1341,195,Rice
Wheat/Roti + Fish Combo 1342,475,Wheat/Roti Fish
Wheat/Roti + Lentils + Vegetables + with Cheese/Cream Combo 1343,686,Wheat/Roti Lentils Vegetables Dairy
Pasta Combo 1344,169,Pasta
Quinoa + Tofu Combo 1345,450,Quinoa Tofu
Wheat/Roti + Chicken/Meat + Root Veggies Combo 1346,634,Wheat/Roti Chicken/Meat Vegetables
Wheat/Roti Combo 1347,150,Wheat/Roti
Quinoa Combo 1348,295,Quinoa
Pasta Combo 1349,277,Pasta
Wheat/Roti + Tofu Combo 1350,401,Wheat/Roti Tofu
Rice Combo 1351,164,Rice
Noodles + Chicken/Meat + Leafy Greens Combo 1352,508,Noodles Chicken/Meat Vegetables
Pasta + Eggs + Vegetables Combo 1353,499,Pasta Eggs Vegetables Nuts
Wheat/Roti + Chicken/Meat + Leafy Greens Combo 1354,644,Wheat/Roti Chicken/Meat Vegetables
Rice + Fish + Mixed Salad Combo 1355,608,Rice Fish Vegetables
Noodles + Eggs + Mixed Salad Combo 1356,647,Noodles Eggs Vegetables
Wheat/Roti + Lentils + Root Veggies Combo 1357,652,Wheat/Roti Lentils Vegetables
Rice + Tofu + Mixed Salad Combo 1358,625,Rice Tofu Vegetables
Pasta + Fish Combo 1359,626,Pasta Fish
Pasta + Eggs + Root Veggies Combo 1360,555,Pasta Eggs Vegetables
Rice + Lentils + Vegetables Combo 1361,347,Rice Lentils Vegetables
Rice + Lentils + Leafy Greens Combo 1362,627,Rice Lentils Vegetables Nuts
Pasta Combo 1363,292,Pasta
Wheat/Roti + Eggs + Root Veggies + with Cheese/Cream Combo 1364,794,Wheat/Roti Eggs Vegetables Dairy
Rice + Fish Combo 1365,397,Rice Fish
Pasta + Lentils + Mixed Salad Combo 1366,570,Pasta Lentils Vegetables
Rice + Lentils + Mixed Salad + (Fried/Processed) Combo 1367,991,Rice Lentils Vegetables Junk Food
Noodles Combo 1368,231,Noodles
Pasta + Lentils + Root Veggies + (Fried/Processed) Combo 1369,720,Pasta Lentils Vegetables Junk Food
Pasta Combo 1370,277,Pasta
Rice + Chicken/Meat + Vegetables Combo 1371,547,Rice Chicken/Meat Vegetables Nuts
Rice Combo 1372,211,Rice
Quinoa + Tofu Combo 1373,494,Quinoa Tofu
Noodles + Tofu Combo 1374,435,Noodles Tofu
Pasta + Eggs + Leafy Greens Combo 1375,647,Pasta Eggs Vegetables
Rice + Chicken/Meat Combo 1376,411,Rice Chicken/Meat
Pasta + Lentils Combo 1377,398,Pasta Lentils
Pasta + Chicken/Meat + Vegetables Combo 1378,532,Pasta Chicken/Meat Vegetables Sweets
Noodles + Fish Combo 1379,529,Noodles Fish
Wheat/Roti Combo 1380,232,Wheat/Roti
Wheat/Roti Combo 1381,166,Wheat/Roti
Rice + Tofu Combo 1382,291,Rice Tofu
Rice Combo 1383,252,Rice
Noodles + Chicken/Meat + Root Veggies Combo 1384,623,Noodles Chicken/Meat Vegetables
Rice Combo 1385,188,Rice
Noodles + Chicken/Meat Combo 1386,382,Noodles Chicken/Meat
Rice + Lentils + Mixed Salad Combo 1387,707,Rice Lentils Vegetables Nuts
Noodles + Eggs + Mixed Salad Combo 1388,674,Noodles Eggs Vegetables
Rice + Tofu + Mixed Salad + (Fried/Processed) Combo 1389,872,Rice Tofu Vegetables Junk Food
Wheat/Roti + Fish Combo 1390,522,Wheat/Roti Fish
Noodles + Eggs Combo 1391,374,Noodles Eggs
Rice + Fish Combo 1392,365,Rice Fish
Noodles + Eggs Combo 1393,277,Noodles Eggs
Noodles Combo 1394,239,Noodles
Noodles + Eggs Combo 1395,506,Noodles Eggs
Quinoa + Tofu + Root Veggies Combo 1396,577,Quinoa Tofu Vegetables
Quinoa + Tofu + Vegetables Combo 1397,465,Quinoa Tofu Vegetables
Wheat/Roti + Tofu + Root Veggies Combo 1398,634,Wheat/Roti Tofu Vegetables
Noodles + Tofu + Mixed Salad Combo 1399,507,Noodles Tofu Vegetables Nuts
Wheat/Roti Combo 1400,156,Wheat/Roti
Pasta + Eggs Combo 1401,556,Pasta Eggs
Wheat/Roti + Eggs + Vegetables Combo 1402,646,Wheat/Roti Eggs Vegetables
Pasta + Fish + Leafy Greens + (Fried/Processed) Combo 1403,743,Pasta Fish Vegetables Junk Food
Quinoa + Lentils + Mixed Salad Combo 1404,640,Quinoa Lentils Vegetables
Pasta + Lentils + Leafy Greens Combo 1405,465,Pasta Lentils Vegetables
Rice + Fish + Root Veggies Combo 1406,559,Rice Fish Vegetables
Noodles Combo 1407,204,Noodles
Quinoa Combo 1408,268,Quinoa
Noodles + Eggs + Mixed Salad Combo 1409,594,Noodles Eggs Vegetables
Quinoa + Tofu + Mixed Salad Combo 1410,625,Quinoa Tofu Vegetables
Rice + Lentils + Root Veggies Combo 1411,639,Rice Lentils Vegetables
Noodles + Tofu Combo 1412,322,Noodles Tofu
Quinoa + Fish + Root Veggies Combo 1413,489,Quinoa Fish Vegetables Sweets
Wheat/Roti + Fish + Root Veggies Combo 1414,720,Wheat/Roti Fish Vegetables Sweets
Pasta + Chicken/Meat + Leafy Greens Combo 1415,455,Pasta Chicken/Meat Vegetables Nuts
Noodles + Eggs + Vegetables Combo 1416,477,Noodles Eggs Vegetables
Noodles + Tofu + Root Veggies Combo 1417,522,Noodles Tofu Vegetables Sweets
Pasta + Lentils + Vegetables + with Cheese/Cream Combo 1418,677,Pasta Lentils Vegetables Dairy
Pasta + Eggs + Mixed Salad Combo 1419,623,Pasta Eggs Vegetables
Noodles + Fish + Leafy Greens Combo 1420,554,Noodles Fish Vegetables
Pasta + Fish + Root Veggies Combo 1421,531,Pasta Fish Vegetables
Noodles + Tofu + Vegetables Combo 1422,585,Noodles Tofu Vegetables
Wheat/Roti + Fish Combo 1423,487,Wheat/Roti Fish
Quinoa + Tofu + Vegetables + with Cheese/Cream Combo 1424,682,Quinoa Tofu Vegetables Dairy
Rice + Eggs + Root Veggies Combo 1425,500,Rice Eggs Vegetables
Quinoa + Lentils Combo 1426,407,Quinoa Lentils
Wheat/Roti + Fish Combo 1427,491,Wheat/Roti Fish
Pasta + Lentils + Root Veggies + (Fried/Processed) Combo 1428,729,Pasta Lentils Vegetables Junk Food
Pasta Combo 1429,229,Pasta
Wheat/Roti + Lentils + Mixed Salad Combo 1430,486,Wheat/Roti Lentils Vegetables Nuts
Pasta Combo 1431,213,Pasta
Quinoa Combo 1432,219,Quinoa
Rice + Eggs + Mixed Salad Combo 1433,573,Rice Eggs Vegetables
Rice + Eggs Combo 1434,507,Rice Eggs
Wheat/Roti + Tofu + Root Veggies Combo 1435,508,Wheat/Roti Tofu Vegetables
Noodles Combo 1436,221,Noodles
Quinoa + Lentils Combo 1437,347,Quinoa Lentils
Noodles + Lentils Combo 1438,517,Noodles Lentils
Quinoa + Chicken/Meat + Root Veggies Combo 1439,695,Quinoa Chicken/Meat Vegetables
Rice + Lentils + Root Veggies Combo 1440,537,Rice Lentils Vegetables
Quinoa + Chicken/Meat + Mixed Salad Combo 1441,591,Quinoa Chicken/Meat Vegetables
Quinoa + Eggs Combo 1442,435,Quinoa Eggs
Quinoa + Eggs + Root Veggies Combo 1443,506,Quinoa Eggs Vegetables
Quinoa + Eggs + Leafy Greens Combo 1444,436,Quinoa Eggs Vegetables
Wheat/Roti + Lentils + Vegetables Combo 1445,479,Wheat/Roti Lentils Vegetables
Quinoa + Tofu Combo 1446,389,Quinoa Tofu
Pasta + Fish + Mixed Salad + with Cheese/Cream Combo 1447,555,Pasta Fish Vegetables Dairy
Wheat/Roti + Lentils Combo 1448,444,Wheat/Roti Lentils
Noodles + Tofu Combo 1449,567,Noodles Tofu
Quinoa + Tofu + Vegetables + (Fried/Processed) Combo 1450,795,Quinoa Tofu Vegetables Junk Food
Pasta + Lentils + Root Veggies Combo 1451,615,Pasta Lentils Vegetables
Wheat/Roti + Chicken/Meat Combo 1452,330,Wheat/Roti Chicken/Meat
Rice Combo 1453,208,Rice
Noodles Combo 1454,177,Noodles
Quinoa Combo 1455,285,Quinoa
Quinoa + Fish + Mixed Salad Combo 1456,606,Quinoa Fish Vegetables
Pasta + Tofu + Root Veggies Combo 1457,521,Pasta Tofu Vegetables Nuts
Rice + Lentils Combo 1458,416,Rice Lentils
Noodles + Fish + Root Veggies Combo 1459,327,Noodles Fish Vegetables Nuts
Pasta + Lentils Combo 1460,329,Pasta Lentils
Pasta Combo 1461,152,Pasta
Noodles + Lentils + Root Veggies Combo 1462,604,Noodles Lentils Vegetables
Wheat/Roti Combo 1463,295,Wheat/Roti
Noodles + Tofu Combo 1464,471,Noodles Tofu
Pasta Combo 1465,206,Pasta
Pasta Combo 1466,264,Pasta
Pasta + Tofu Combo 1467,535,Pasta Tofu
Pasta + Fish + Root Veggies Combo 1468,579,Pasta Fish Vegetables
Noodles + Chicken/Meat Combo 1469,556,Noodles Chicken/Meat
Wheat/Roti + Tofu + Root Veggies Combo 1470,710,Wheat/Roti Tofu Vegetables
Wheat/Roti + Eggs + Leafy Greens Combo 1471,428,Wheat/Roti Eggs Vegetables
Pasta + Fish + Leafy Greens Combo 1472,697,Pasta Fish Vegetables
Rice + Fish + Root Veggies Combo 1473,535,Rice Fish Vegetables
Noodles + Lentils + Leafy Greens Combo 1474,646,Noodles Lentils Vegetables
Quinoa Combo 1475,185,Quinoa
Rice + Chicken/Meat + Vegetables Combo 1476,666,Rice Chicken/Meat Vegetables Nuts
Noodles + Fish + Vegetables Combo 1477,570,Noodles Fish Vegetables
Wheat/Roti + Tofu + Root Veggies Combo 1478,511,Wheat/Roti Tofu Vegetables
Pasta + Tofu + Leafy Greens + with Cheese/Cream Combo 1479,523,Pasta Tofu Vegetables Dairy
Pasta + Tofu Combo 1480,393,Pasta Tofu
Pasta + Eggs + Vegetables Combo 1481,647,Pasta Eggs Vegetables
Quinoa Combo 1482,194,Quinoa
Quinoa Combo 1483,191,Quinoa
Rice + Lentils + Root Veggies + with Cheese/Cream Combo 1484,670,Rice Lentils Vegetables Dairy
Quinoa + Eggs Combo 1485,374,Quinoa Eggs
Quinoa + Eggs Combo 1486,488,Quinoa Eggs
Noodles + Fish + Mixed Salad + (Fried/Processed) Combo 1487,953,Noodles Fish Vegetables Junk Food
Rice Combo 1488,222,Rice
Pasta + Fish + Vegetables Combo 1489,440,Pasta Fish Vegetables
Pasta + Fish Combo 1490,455,Pasta Fish
Pasta + Tofu + Mixed Salad Combo 1491,638,Pasta Tofu Vegetables
Quinoa + Eggs + Vegetables Combo 1492,621,Quinoa Eggs Vegetables
Noodles + Lentils + Vegetables Combo 1493,481,Noodles Lentils Vegetables
Rice Combo 1494,234,Rice
Wheat/Roti + Chicken/Meat Combo 1495,322,Wheat/Roti Chicken/Meat
Rice Combo 1496,220,Rice
Quinoa + Tofu + Leafy Greens Combo 1497,694,Quinoa Tofu Vegetables
Rice + Fish + Mixed Salad Combo 1498,575,Rice Fish Vegetables
Pasta Combo 1499,233,Pasta
Noodles + Tofu + Mixed Salad Combo 1500,719,Noodles Tofu Vegetables Nuts
Quinoa Combo 1501,294,Quinoa
Quinoa + Chicken/Meat Combo 1502,408,Quinoa Chicken/Meat
Wheat/Roti + Lentils + Mixed Salad + (Fried/Processed) Combo 1503,856,Wheat/Roti Lentils Vegetables Junk Food
Noodles + Fish + Root Veggies + with Cheese/Cream Combo 1504,694,Noodles Fish Vegetables Dairy
Wheat/Roti + Lentils + Mixed Salad + (Fried/Processed) Combo 1505,861,Wheat/Roti Lentils Vegetables Junk Food
Rice + Tofu Combo 1506,305,Rice Tofu
Noodles + Lentils + Vegetables + with Cheese/Cream Combo 1507,476,Noodles Lentils Vegetables Dairy
Noodles + Lentils + Leafy Greens Combo 1508,483,Noodles Lentils Vegetables
Noodles + Tofu + Root Veggies Combo 1509,517,Noodles Tofu Vegetables
Quinoa Combo 1510,232,Quinoa
Pasta + Fish + Root Veggies Combo 1511,464,Pasta Fish Vegetables
Wheat/Roti + Lentils + Root Veggies Combo 1512,506,Wheat/Roti Lentils Vegetables
Rice + Eggs Combo 1513,463,Rice Eggs
Pasta + Eggs + Vegetables + with Cheese/Cream Combo 1514,667,Pasta Eggs Vegetables Dairy
Rice Combo 1515,150,Rice
Wheat/Roti + Eggs + Mixed Salad Combo 1516,532,Wheat/Roti Eggs Vegetables
Noodles Combo 1517,281,Noodles
Pasta Combo 1518,153,Pasta
Pasta + Eggs Combo 1519,557,Pasta Eggs
Quinoa Combo 1520,201,Quinoa
Pasta + Fish Combo 1521,564,Pasta Fish
Quinoa Combo 1522,240,Quinoa
Pasta + Chicken/Meat + Root Veggies Combo 1523,638,Pasta Chicken/Meat Vegetables
Quinoa + Eggs + Mixed Salad Combo 1524,633,Quinoa Eggs Vegetables
Quinoa Combo 1525,268,Quinoa
Rice Combo 1526,286,Rice
Wheat/Roti + Fish + Root Veggies + with Cheese/Cream Combo 1527,729,Wheat/Roti Fish Vegetables Dairy
Rice + Tofu + Vegetables Combo 1528,430,Rice Tofu Vegetables
Pasta Combo 1529,281,Pasta
Noodles + Lentils + Vegetables Combo 1530,573,Noodles Lentils Vegetables
Pasta + Fish + Mixed Salad + (Fried/Processed) Combo 1531,902,Pasta Fish Vegetables Junk Food
Wheat/Roti + Eggs + Mixed Salad Combo 1532,662,Wheat/Roti Eggs Vegetables Nuts
Quinoa Combo 1533,232,Quinoa
Noodles + Fish + Leafy Greens Combo 1534,587,Noodles Fish Vegetables
Wheat/Roti + Tofu + Leafy Greens Combo 1535,431,Wheat/Roti Tofu Vegetables Nuts
Quinoa + Tofu + Mixed Salad Combo 1536,594,Quinoa Tofu Vegetables
Noodles Combo 1537,279,Noodles
Noodles Combo 1538,264,Noodles
Rice + Fish + Root Veggies + (Fried/Processed) Combo 1539,788,Rice Fish Vegetables Junk Food
Rice Combo 1540,251,Rice
Rice + Tofu + Leafy Greens Combo 1541,638,Rice Tofu Vegetables
Pasta + Lentils Combo 1542,296,Pasta Lentils
Noodles + Chicken/Meat + Vegetables Combo 1543,529,Noodles Chicken/Meat Vegetables Nuts
Noodles + Eggs + Vegetables Combo 1544,537,Noodles Eggs Vegetables
Quinoa + Fish + Vegetables Combo 1545,519,Quinoa Fish Vegetables
Wheat/Roti + Eggs Combo 1546,535,Wheat/Roti Eggs
Wheat/Roti Combo 1547,266,Wheat/Roti
Pasta Combo 1548,175,Pasta
Pasta + Fish + Leafy Greens Combo 1549,545,Pasta Fish Vegetables Nuts
Pasta + Lentils Combo 1550,434,Pasta Lentils
Pasta Combo 1551,277,Pasta
Noodles Combo 1552,277,Noodles
Wheat/Roti + Chicken/Meat Combo 1553,403,Wheat/Roti Chicken/Meat
Rice Combo 1554,168,Rice
Noodles Combo 1555,189,Noodles
Noodles + Lentils + Root Veggies + with Cheese/Cream Combo 1556,661,Noodles Lentils Vegetables Dairy
Rice + Lentils Combo 1557,428,Rice Lentils
Noodles + Tofu Combo 1558,551,Noodles Tofu
Quinoa Combo 1559,199,Quinoa
Wheat/Roti + Eggs + Root Veggies + (Fried/Processed) Combo 1560,790,Wheat/Roti Eggs Vegetables Junk Food
Quinoa + Chicken/Meat + Vegetables Combo 1561,375,Quinoa Chicken/Meat Vegetables Sweets
Wheat/Roti + Lentils + Leafy Greens Combo 1562,658,Wheat/Roti Lentils Vegetables Nuts
Pasta Combo 1563,190,Pasta
Rice + Eggs + Mixed Salad Combo 1564,496,Rice Eggs Vegetables Nuts
Quinoa Combo 1565,290,Quinoa
Wheat/Roti + Fish + Root Veggies Combo 1566,553,Wheat/Roti Fish Vegetables Nuts
Noodles Combo 1567,155,Noodles
Rice Combo 1568,296,Rice
Quinoa + Tofu + Vegetables Combo 1569,619,Quinoa Tofu Vegetables
Rice + Fish Combo 1570,525,Rice Fish
Wheat/Roti + Fish Combo 1571,413,Wheat/Roti Fish
Noodles + Lentils + Vegetables Combo 1572,374,Noodles Lentils Vegetables
Pasta + Fish Combo 1573,530,Pasta Fish
Rice Combo 1574,160,Rice
Noodles + Eggs + Vegetables Combo 1575,673,Noodles Eggs Vegetables Nuts
Quinoa + Tofu + Root Veggies Combo 1576,583,Quinoa Tofu Vegetables
Noodles + Eggs Combo 1577,373,Noodles Eggs
Quinoa + Fish Combo 1578,475,Quinoa Fish
Pasta + Lentils Combo 1579,487,Pasta Lentils
Noodles Combo 1580,158,Noodles
Quinoa + Tofu Combo 1581,429,Quinoa Tofu
Rice + Eggs + Mixed Salad Combo 1582,533,Rice Eggs Vegetables
Noodles Combo 1583,179,Noodles
Pasta Combo 1584,239,Pasta
Pasta + Tofu + Root Veggies Combo 1585,439,Pasta Tofu Vegetables Nuts
Pasta + Eggs Combo 1586,570,Pasta Eggs
Pasta Combo 1587,184,Pasta
Quinoa + Chicken/Meat Combo 1588,471,Quinoa Chicken/Meat
Wheat/Roti + Lentils Combo 1589,419,Wheat/Roti Lentils
Noodles + Tofu Combo 1590,517,Noodles Tofu
Noodles + Lentils Combo 1591,366,Noodles Lentils
Rice Combo 1592,268,Rice
Rice + Lentils Combo 1593,341,Rice Lentils
Rice + Chicken/Meat + Vegetables + with Cheese/Cream Combo 1594,635,Rice Chicken/Meat Vegetables Dairy
Quinoa + Tofu Combo 1595,426,Quinoa Tofu
Noodles + Fish Combo 1596,507,Noodles Fish
Wheat/Roti + Chicken/Meat Combo 1597,550,Wheat/Roti Chicken/Meat
Wheat/Roti + Fish Combo 1598,529,Wheat/Roti Fish
Wheat/Roti + Tofu + Root Veggies + (Fried/Processed) Combo 1599,836,Wheat/Roti Tofu Vegetables Junk Food
Rice + Lentils Combo 1600,496,Rice Lentils
Noodles + Lentils + Mixed Salad Combo 1601,450,Noodles Lentils Vegetables
Pasta + Lentils + Vegetables Combo 1602,448,Pasta Lentils Vegetables
Noodles Combo 1603,300,Noodles
Pasta + Tofu + Root Veggies + (Fried/Processed) Combo 1604,770,Pasta Tofu Vegetables Junk Food
Quinoa + Tofu + Leafy Greens Combo 1605,549,Quinoa Tofu Vegetables Nuts
Noodles Combo 1606,179,Noodles
